registration_number,numeric_id,product_name,manufacturer,material_category,product_category,declared_unit,gwp_a1a3,gwp_unit,gwp_a1a3_indicator,gwp_fossil_a1a3,gwp_biogenic_a1a3,gwp_total_a1a3,life_cycle_stages,lcia_indicator_count,status,is_valid,year_published,publication_date,version_date,valid_until,pcr,geographical_scope,country_of_origin,lca_practitioner,epd_pdf_url,document_count,epd_url,data_hub_dataset
EPD-IES-0026934:001,26934,"MS Tubes, Pipes & Hollow Section",APL Apollo Building Products Limited,Steel & Metal,Construction products,1000 kg,2440.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),2430.0,1.9,2440.0,"A1-A3, C1, C2, C3, C4, D",20,Registered,True,2026,2026-02-05,2026-01-16,2031-01-15,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,India,India,Siddharth Bhagwat,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/3e5cf76c-e09e-463d-6438-08de259bfa70/Documents,1,https://www.environdec.com/library/epd26934,True
EPD-IES-0026935:001,26935,GP Tubes & Pipes,APL Apollo Building Products Limited,Steel & Metal,Construction products,1000 kg,2640.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),2640.0,3.89,2640.0,"A1-A3, C1, C2, C3, C4, D",20,Registered,True,2026,2026-02-05,2026-01-16,2031-01-15,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,India,India,Siddharth Bhagwat,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/9c5b7a9a-e187-4414-38d4-08de259c822e/Documents,1,https://www.environdec.com/library/epd26935,True
EPD-IES-0028105:001,28105,SGG REFLECTASOL® on PLANILUX® 4 mm,Saint-Gobain India Private Limited,Glass & Glazing,Construction products,1m2 of Reflectasol® on Planilux® of 4 mm with a light transmittance of 32.2% for an expected average service life of 30 years,13.166798217,kg CO2 eq.,Global Warming Potential (GWP-GHG),13.268247859,-0.243964863796,13.068319446,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2026,2026-01-20,2026-01-13,2031-01-12,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,India,India,Nandhini Sureshkumar,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/3103e13d-62c5-4866-998d-08de51f498af/Documents,1,https://www.environdec.com/library/epd28105,True
EPD-IES-0028104:001,28104,SGG REFLECTASOL® on PLANILUX® 3.5 mm,Saint-Gobain India Private Limited,Glass & Glazing,Construction products,1m2 of Reflectasol® on Planilux® of 3.5 mm with a light transmittance of 32.4% for an expected average service life of 30 years,11.623184668,kg CO2 eq.,Global Warming Potential (GWP-GHG),11.8255402815,-0.469959229034,11.3285939099,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2026,2026-01-20,2026-01-13,2031-01-12,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,India,India,Nandhini Sureshkumar,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/d4993c68-155f-4dd8-a29a-08de527a3d9d/Documents,1,https://www.environdec.com/library/epd28104,True
EPD-IES-0028107:001,28107,SGG REFLECTASOL® on PLANILUX® 5 mm,Saint-Gobain India Private Limited,Glass & Glazing,Construction products,1m2 of Reflectasol® on Planilux® of 5 mm with a light transmittance of 32% for an expected average service life of 30 years,16.930530599,kg CO2 eq.,Global Warming Potential (GWP-GHG),16.834088167,0.208046599788,17.0341178632,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2026,2026-01-27,2026-01-13,2031-01-12,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,India,India,Nandhini Sureshkumar,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/6c88c2cb-b89d-4c9f-a29c-08de527a3d9d/Documents,1,https://www.environdec.com/library/epd28107,True
EPD-IES-0028103:001,28103,SGG REFLECTASOL® on PARSOL® 6 mm,Saint-Gobain India Private Limited,Glass & Glazing,Construction products,1m2 of Reflectasol® on Parsol® of 6 mm with a light transmittance of 4.7 – 9.4% (based on tint) for an expected average service life of 30 years.,22.3557041,kg CO2 eq.,Global Warming Potential (GWP-GHG),22.25590405,0.1180849112,22.35600413,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2026,2026-01-20,2026-01-13,2031-01-12,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,India,India,Nandhini Sureshkumar,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/12a1ee0e-0ef8-43ce-b35d-08de527ff225/Documents,1,https://www.environdec.com/library/epd28103,True
EPD-IES-0028100:001,28100,SGG REFLECTASOL® on PARSOL® 3.5 mm,Saint-Gobain India Private Limited,Glass & Glazing,Construction products,1m2 of Reflectasol® on Parsol® of 3.5 mm with a light transmittance of 12.3 – 17.2% (based on tint) for an expected average service life of 30 years.,13.74287653,kg CO2 eq.,Global Warming Potential (GWP-GHG),13.8426360525,-0.03324257139,13.7426418165,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2026,2026-01-20,2026-01-13,2031-01-12,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,India,India,Nandhini Sureshkumar,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/1de40126-a284-412d-2d72-08de52831c06/Documents,1,https://www.environdec.com/library/epd28100,True
EPD-IES-0026799:001,26799,SGG REFLECTASOL® on PARSOL® 4 mm,Saint-Gobain India Private Limited,Glass & Glazing,Construction products,1m2 of Reflectasol® on Parsol® of 4 mm with a light transmittance of 8.9 – 14% (based on tint) for an expected average service life of 30 years.,15.6790435,kg CO2 eq.,Global Warming Potential (GWP-GHG),15.684043,-0.002919281,15.6840438,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2026,2026-01-20,2026-01-13,2031-01-12,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,India,India,Nandhini Sureshkumar,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/9b7b4592-6f7f-401a-2d73-08de52831c06/Documents,1,https://www.environdec.com/library/epd26799,True
EPD-IES-0028102:001,28102,SGG REFLECTASOL® on PARSOL® 5 mm,Saint-Gobain India Private Limited,Glass & Glazing,Construction products,1m2 of Reflectasol® on Parsol® of 5 mm with a light transmittance of 6.5 – 11.5% (based on tint) for an expected average service life of 30 years.,19.176508468,kg CO2 eq.,Global Warming Potential (GWP-GHG),19.152164094,0.057688292816,19.2521926924,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2026,2026-01-20,2026-01-13,2031-01-12,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,India,India,Nandhini Sureshkumar,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/78778fe8-59a4-4833-2d74-08de52831c06/Documents,1,https://www.environdec.com/library/epd28102,True
EPD-IES-0028269:001,28269,Colormaxx 4mm,Saint-Gobain India Private Limited,Glass & Glazing,Construction products,1m2 of Colormaxx 4mm with a for an expected average service life of 30 years.,15.989,kg CO2 eq.,Global Warming Potential (GWP-GHG),16.086,0.04298,16.091,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2026,2026-01-28,2026-01-12,2031-01-11,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,India,India,Mathangi Lakshmi Muralidharan,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/0ca122d9-f47f-45fd-be84-08de58cbc67c/Documents,1,https://www.environdec.com/library/epd28269,True
EPD-IES-0028283:001,28283,Colormaxx 5mm,Saint-Gobain India Private Limited,Glass & Glazing,Construction products,1m2 of Colormaxx 5mm with a for an expected average service life of 30 years.,19.357,kg CO2 eq.,Global Warming Potential (GWP-GHG),19.357,0.052875,19.464,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2026,2026-01-28,2026-01-12,2031-01-11,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,India,India,Mathangi Lakshmi Muralidharan,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/12768fc1-535b-456c-28d8-08de58d7abbd/Documents,1,https://www.environdec.com/library/epd28283,True
EPD-IES-0028285:001,28285,Colormaxx 6mm,Saint-Gobain India Private Limited,Glass & Glazing,Construction products,1m2 of Colormaxx 6mm with a for an expected average service life of 30 years.,22.728,kg CO2 eq.,Global Warming Potential (GWP-GHG),22.728,0.06277,22.737,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2026,2026-01-28,2026-01-12,2031-01-11,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,India,India,Mathangi Lakshmi Muralidharan,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/cb855775-629b-4365-944f-08de58d96b79/Documents,1,https://www.environdec.com/library/epd28285,True
EPD-IES-0028303:001,28303,Colormaxx Dura 4mm,Saint-Gobain India Private Limited,Glass & Glazing,Construction products,1m2 of Colormaxx Dura 4mm with an expected average service life of 30 years.,21.819,kg CO2 eq.,Global Warming Potential (GWP-GHG),20.318,0.053926,21.92,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2026,2026-01-28,2026-01-12,2031-01-11,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,India,India,Mathangi Lakshmi Muralidharan,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/f1b111c1-852e-4e2f-97ca-08de597154de/Documents,1,https://www.environdec.com/library/epd28303,True
EPD-IES-0028304:001,28304,Colormaxx Dura 5mm,Saint-Gobain India Private Limited,Glass & Glazing,Construction products,1m2 of Colormaxx Dura 5mm with an expected average service life of 30 years,24.098,kg CO2 eq.,Global Warming Potential (GWP-GHG),23.192,0.066,24.301,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2026,2026-01-28,2026-01-12,2031-01-11,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,India,India,Mathangi Lakshmi Muralidharan,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/c8ffc4e0-9fbc-4171-17e8-08de5972c80d/Documents,1,https://www.environdec.com/library/epd28304,True
EPD-IES-0028305:001,28305,Colormaxx Dura 6mm,Saint-Gobain India Private Limited,Glass & Glazing,Construction products,1m2 of Colormaxx Dura 6mm with an expected average service life of 30 years.,29.178,kg CO2 eq.,Global Warming Potential (GWP-GHG),27.776,0.077888,29.38,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2026,2026-01-28,2026-01-12,2031-01-11,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,India,India,Mathangi Lakshmi Muralidharan,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/ebebaada-1312-47e7-17e9-08de5972c80d/Documents,1,https://www.environdec.com/library/epd28305,True
EPD-IES-0026136:001,26136,Coal-Based Direct Reduced Iron product,Lloyds Metals and Energy Limited,Steel & Metal,Construction products,1000 kg,2298.46985001071,kg CO2 eq.,Global Warming Potential (GWP-GHG),2295.54299314881,2.98996174627601,2300.14798339879,A1-A3,20,Registered,True,2026,2026-01-19,2026-01-11,2031-01-10,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,"Global, India",India,areddy@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/f87d1a0b-e303-4d51-25d0-08de04a1f7d1/Documents,1,https://www.environdec.com/library/epd26136,True
EPD-IES-0021402:002,21402,ACSR Duck,STERLITE POWER TRANSMISSION LTD,Other,Construction products,1 m,6.73600955,kg CO2 eq.,Global Warming Potential (GWP-GHG),-0.00238135894580882,0.011731720804,6.72872318185819,"A1-A3, A4, A5, C1, C2, C3, C4, D",20,Registered,True,2026,2026-03-17,2026-01-06,2030-06-09,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,Global,India,Harsh Uttam,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/9c3a427a-2aba-4306-8fef-08dda355f4d7/Documents,1,https://www.environdec.com/library/epd21402,True
EPD-IES-0025485:001,25485,Satin Silver® &   Satin Silver® Supreme - Khopoli,Tata BlueScope Steel Pvt. Ltd.,Other,Construction products,1000 kg,3532.97238745867,kg CO2 eq.,Global Warming Potential (GWP-GHG),3532.14301965762,0.0,3532.97238745867,"A1-A3, C1, C2, C3, C4, D",20,Registered,True,2025,2025-12-29,2025-12-25,2030-12-24,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,Global,India,sidhartha sarkar,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/6348303a-94e6-4338-af0d-08dde0863a11/Documents,1,https://www.environdec.com/library/epd25485,True
EPD-IES-0027452:001,27452,Elastomeric Bearing,mageba bridge products private limited,Other,Construction products,1 kg,3.252918788,kg CO2 eq.,Global Warming Potential (GWP-GHG),3.2506452,-0.028828588,3.2240902,"A1-A3, C1, C2, C3, C4, D",20,Registered,True,2025,2026-02-24,2025-12-13,2030-12-12,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,India,India,Pranav Negi,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/98be2727-45bd-4f6c-23c8-08de365afc10/Documents,1,https://www.environdec.com/library/epd27452,True
EPD-IES-0027515:001,27515,ZymeFlow Rezyd-HP Z71 ,CR3 Group,Chemical Products,Chemical products,"1 kg of product, including packaging",1.5,kg CO2 eq.,GWP-GHG,3.09,-0.001488,3.09,"Upstream, Core, Downstream (cradle-to-grave)",,Registered,True,2025,2025-12-22,2025-12-11,2030-12-10,PCR 2011:10 Detergents and washing preparations (4.0.0),Global,India,info@greenexenvironmental.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/0b2f177e-ffd2-4c7c-fbb3-08de37c740e3/Documents,1,https://www.environdec.com/library/epd27515,False
EPD-IES-0027516:001,27516,ZymeFlow Super Tank Zyme  Z21,CR3 Group,Chemical Products,Chemical products,1 kg,3.82,kg CO2 eq.,GWP-GHG,3.25,-1.16,2.62,"Upstream, Core, Downstream (cradle-to-grave)",,Registered,True,2025,2025-12-22,2025-12-11,2030-12-10,PCR 2011:10 Detergents and washing preparations (4.0.0),Global,India,info@greenexenvironmental.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/334c599c-1c3b-4e4d-72ba-08de37efb315/Documents,1,https://www.environdec.com/library/epd27516,False
EPD-IES-0027517:001,27517,ZymeFlow Zyme-OX plus Z50,CR3 Group,Chemical Products,Chemical products,,,,,,,,,,Registered,True,2025,2025-12-22,2025-12-11,2030-12-10,PCR 2011:10 Detergents and washing preparations (4.0.0),Global,India,info@greenexenvironmental.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/23299ea5-6301-4d42-fd01-08de37efc330/Documents,1,https://www.environdec.com/library/epd27517,False
EPD-IES-0026208:002,26208,Smart Locker,Fonzel Office Solutions Pvt. Ltd.,Other,Construction products,"The functional unit is defined as 1 smart locker unit, including its packaging, with a total mass of 12 kg and a service life of 20 years, intended for indoor office use.",81.5,kg CO2 eq.,Global Warming Potential (GWP-GHG),81.1,-8.63,72.6,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",14,Registered,True,2025,2025-11-28,2025-11-27,2030-11-17,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,India,India,info@greenexenvironmental.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/2f763aed-911b-4c8a-efbb-08de070e1b23/Documents,1,https://www.environdec.com/library/epd26208,True
EPD-IES-0026555:002,26555,Monitor Arm (Apollo4 & A20+ Series),Modtec Industries India Private Limited,Other,Construction products,1 pcs.,54.9,kg CO2 eq.,Global Warming Potential (GWP-GHG),54.6,-1.25,53.5,"A1-A3, A4, A5, C1, C2, C3, C4, D",20,Registered,True,2025,2025-11-20,2025-11-17,2030-10-27,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,Global,India,Harender.Kumar@spherasolutions.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/b860f1f3-51ab-4684-698a-08de16c7f8d0/Documents,1,https://www.environdec.com/library/epd26555,True
EPD-IES-0021818:001,21818, Spring Steel Wire,Tata Steel Limited ,Steel & Metal,"Metal, mineral, plastic & glass products",1000 kg,2780,kg CO2 eq.,GWP-GHG,2780,0,2780,"Upstream, Core (cradle-to-gate, equivalent to A1-A3)",,Registered,True,2025,2025-11-26,2025-11-14,2030-11-13,"2023:01 Fabricated metal products, except construction products (2.0.1) 2.0.1",India,India,psingh@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/f3557eaf-b828-4db8-3234-08dd79852fd6/Documents,1,https://www.environdec.com/library/epd21818,False
EPD-IES-0021820:001,21820,Galvanized Wire,Tata Steel Limited ,Steel & Metal,"Metal, mineral, plastic & glass products",1000 kg,3170,kg CO2 eq.,GWP-GHG,3170,0,3170,"Upstream, Core (cradle-to-gate, A1-A3 equivalent)",,Registered,True,2025,2025-11-26,2025-11-14,2030-11-13,"2023:01 Fabricated metal products, except construction products (2.0.1) 2.0.1",India,India,psingh@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/959e7982-bd3e-451c-3236-08dd79852fd6/Documents,1,https://www.environdec.com/library/epd21820,False
EPD-IES-0021821:001,21821,Low Relaxed Pre-stressed concrete (LRPC) Wire,Tata Steel Limited ,Concrete & Cement,Construction products,1000 kg,3140.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),3140.0,0.0,3140.0,"A1-A3, C1, C2, C3, C4, D",20,Registered,True,2025,2025-11-26,2025-11-14,2030-11-13,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,India,India,psingh@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/b50caad9-3841-4e26-3237-08dd79852fd6/Documents,1,https://www.environdec.com/library/epd21821,True
EPD-IES-0009223:004,9223,SGG PARSOL® 6 mm,Saint-Gobain India Private Limited,Glass & Glazing,Construction products,"1 m² of body tinted glass PARSOL to 6 mm with a light transmittance in the range of 14-74%*, for an expected average service life of 30 years",20.6,kg CO2 eq.,Global Warming Potential (GWP-GHG),20.6,-0.152,20.5,"A1, A2, A3, A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",15,Registered,True,2025,2025-11-20,2025-11-12,2028-06-14,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,Sreekavya.Vadapalli@saint-gobain.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/fb0e835e-2bbc-4626-6464-08db4c6777db/Documents,1,https://www.environdec.com/library/epd9223,True
EPD-IES-0007804:003,7804,Austenitic Cold Rolled Annealed Pickled Sheets and Coils ,Jindal Stainless Limited,Steel & Metal,Construction products,1000 kg,5176.50092625052,kg CO2 eq.,Global Warming Potential (GWP-GHG),5186.69171998056,39.5696380050698,5231.78808878749,"A1-A3, C1, C2, C3, C4, D",20,Registered,True,2025,2026-01-04,2025-11-12,2030-11-11,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,"India, Global",India,areddy@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/e707a8c1-ba76-4b55-6c96-08dad80f828b/Documents,1,https://www.environdec.com/library/epd7804,True
EPD-IES-0007840:002,7840,Austenitic Hot Rolled Annealed Pickled Plates and Coils,Jindal Stainless Limited,Steel & Metal,Construction products,1000 kg,4791.8357585708,kg CO2 eq.,Global Warming Potential (GWP-GHG),4800.44525616253,38.977054849168,4844.68978431112,"A1-A3, C1, C2, C3, C4, D",20,Registered,True,2025,2026-01-04,2025-11-12,2030-11-11,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,"Global, India",India,areddy@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/ea5fa626-b7c5-44ef-1939-08dadab9f1ad/Documents,1,https://www.environdec.com/library/epd7840,True
EPD-IES-0026582:002,26582,Ferritic Hot Rolled Annealed Pickled Plates and Coils,Jindal Stainless Limited,Steel & Metal,Construction products,1000 kg,3973.70891594913,kg CO2 eq.,Global Warming Potential (GWP-GHG),3980.35446124639,17.9810215179123,4000.9960788581,"A1-A3, C1, C2, C3, C4, D",20,Registered,True,2025,2026-01-04,2025-11-12,2030-11-11,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,"Global, India",India,areddy@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/3b86e8a9-9b10-448b-31ca-08de1782d2ca/Documents,1,https://www.environdec.com/library/epd26582,True
EPD-IES-0026583:002,26583,Ferritic Cold Rolled Annealed Pickled Sheets and Coils,Jindal Stainless Limited,Steel & Metal,Construction products,1000 kg,4450.55116766638,kg CO2 eq.,Global Warming Potential (GWP-GHG),4458.79739477447,19.2002178645038,4480.93325846901,"A1-A3, C1, C2, C3, C4, D",20,Registered,True,2025,2026-01-04,2025-11-12,2030-11-11,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,"India, Global",India,Kalpeshkumar Prajapati,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/4f70c5a2-e57c-44ce-31cb-08de1782d2ca/Documents,1,https://www.environdec.com/library/epd26583,True
EPD-IES-0024698:003,24698,"Alu-Zinc Coated, Galvanised and Pre-painted steel coil,sheets and profile ",Colorshine Coated Private Limited,Steel & Metal,Construction products,1000 kg,3500.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),3510.0,0.0,3510.0,"A1-A3, A5, C1, C2, C3, C4, D",20,Registered,True,2025,2025-11-14,2025-11-11,2030-06-17,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,Jjyotsana@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/29e95909-f654-422a-1d6c-08ddafc348b3/Documents,2,https://www.environdec.com/library/epd24698,True
EPD-IES-0024631:002,24631,Knauf India Ultraframe Metal Profiles,Knauf India Private Limited,Steel & Metal,Construction products,1 kg,2.8,kg CO2 eq.,Global Warming Potential (GWP-GHG),2.79,0.00332,2.8,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-11-24,2025-11-06,2030-06-18,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,Gaurav Gupta,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/972ac10b-ed9c-4244-c85c-08ddaf10bbb8/Documents,1,https://www.environdec.com/library/epd24631,True
EPD-IES-0024648:002,24648,Knauf India All Purpose Joint Compound,Knauf India Private Limited,Other,Construction products,1 kg,0.377,kg CO2 eq.,Global Warming Potential (GWP-GHG),0.376,-0.00567,0.371,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-11-24,2025-11-06,2030-06-19,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,Gaurav Gupta,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/f8c64272-7984-4da2-5f04-08ddaef812e3/Documents,1,https://www.environdec.com/library/epd24648,True
EPD-IES-0024244:002,24244,VDS® SWING DOOR frame,Saint-Gobain India Private Limited,Other,Construction products,1m2 of installed VDS® Swing Door frame with a weight of around 18.33 kg and fire resistance upto 120 minutes against a heat radiation of 10 KW/m2 with useful life of 30 years ,75.37,kg CO2 eq.,Global Warming Potential (GWP-GHG),80.31,-5.01986,75.37,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-12-15,2025-11-06,2030-11-05,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,"India, South East Asia",India,Sreekavya.Vadapalli@saint-gobain.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/3f68e5fd-4883-4138-d40a-08dda8b0a969/Documents,1,https://www.environdec.com/library/epd24244,True
EPD-IES-0004492:002,4492,Radiant Baffle,Infosys,Other,Construction products,1 kg,15.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),14.9,-0.0442,14.9,"A1-A3, C1, C2, C3, C4, D",20,Registered,True,2025,2025-11-06,2025-11-03,2030-11-02,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,"India, Global",India,mili@monkspaces.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/f1b3c63f-bd1d-435a-22f6-08dde9fde5e4/Documents,1,https://www.environdec.com/library/epd4492,True
EPD-IES-0023919:002,23919,Satin Silver®  & Satin Silver® Supreme - Meramandali,Tata BlueScope Steel Pvt. Ltd.,Other,Construction products,1000 kg,3630.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),3620.0,0.0,3630.0,"A1-A3, C1, C2, C3, C4, D",20,Registered,True,2025,2025-11-14,2025-10-31,2030-10-09,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,Global,India,sidhartha sarkar,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/c668ca98-c6ed-4860-ad29-08dda2610391/Documents,1,https://www.environdec.com/library/epd23919,True
EPD-IES-0025912:003,25912,"XLPE Foam Thermal & Acoustic Insulation Products (Rolls, Sheets and Tube) ",Aerolam Insulations Private Limted,Steel & Metal,Construction products,1 kg,5.1,kg CO2 eq.,Global Warming Potential (GWP-GHG),5.08,-0.0342,5.06,"A1-A3, A4, A5, C1, C2, C3, C4, D",20,Registered,True,2025,2025-11-03,2025-10-31,2030-09-22,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,Global,India,psingh@spherasolutions.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/900c7ba6-6b4a-4b4a-c477-08ddf9c12592/Documents,1,https://www.environdec.com/library/epd25912,True
EPD-IES-0025913:003,25913,High Pressure Laminates,Luxotica Industries Private Limited,Other,Construction products,1 kg,1.12,kg CO2 eq.,Global Warming Potential (GWP-GHG),1.11,-0.118,1.04,"A1-A3, A4, A5, C1, C2, C3, C4, D",20,Registered,True,2025,2025-11-03,2025-10-31,2030-09-29,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,Global,India,Sujata Patil,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/68a795b3-5e21-40ac-c11d-08ddf9c2b2b7/Documents,1,https://www.environdec.com/library/epd25913,True
EPD-IES-0026553:002,26553,Desk Consoles - XLAT,ONEPWS PRIVATE LIMITED,Furniture & Fittings,Construction products,1 piece of XLAT (104 kg),1450,kg CO2 eq.,GWP-GHG,1450,-72.1,1380,"A1-A3, A4, A5, C1-C4, D",,Registered,True,2025,2026-05-20,2025-10-29,2030-10-29,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,Global,India,Harsh Uttam,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/655f746a-11c1-4836-ef24-08de16b440a8/Documents,1,https://www.environdec.com/library/epd26553,False
